No.,설비속성ID,설비속성명,설비속성식별명,설비속성설명,속성그룹,속성구분,데이터유형,최대길이,소수점자리수,단위그룹,기본단위,필수속성,정렬순서,상세설비속성여부,사용여부
18285,28233,UTILITY DATA PILOT GAS PRESSURE,,UTILITY DATA PILOT GAS PRESSURE,FLARE,개별속성,숫자,18.0,5.0,,,N,28233,N,Y
18286,28234,UTILITY DATA PURGE GAS MOLECULE WEIGHT,,UTILITY DATA PURGE GAS MOLECULE WEIGHT,FLARE,개별속성,숫자,18.0,5.0,,,N,28234,N,Y
18287,28235,UTILITY DATA PURGE GAS MOLECULE WEIGHT AT TEMPERATURE,,UTILITY DATA PURGE GAS MOLECULE WEIGHT AT TEMPERATURE,FLARE,개별속성,숫자,18.0,5.0,,,N,28235,N,Y
18288,28236,UTILITY DATA PURGE GAS MOLECULE WEIGHT REQUIRED FLOW,,UTILITY DATA PURGE GAS MOLECULE WEIGHT REQUIRED FLOW,FLARE,개별속성,숫자,18.0,5.0,,,N,28236,N,Y
18289,28237,UTILITY DATA PURGE GAS PRESSURE,,UTILITY DATA PURGE GAS PRESSURE,FLARE,개별속성,숫자,18.0,5.0,,,N,28237,N,Y
18290,28238,UTILITY DATA PURGE GAS VELOCITY THR SEAL,,UTILITY DATA PURGE GAS VELOCITY THR SEAL,FLARE,개별속성,숫자,18.0,5.0,,,N,28238,N,Y
18291,28239,UTILITY DATA STEAM PRESSURE,,UTILITY DATA STEAM PRESSURE,FLARE,개별속성,숫자,18.0,5.0,,,N,28239,N,Y
18292,28240,UTILITY DATA STEAM PRESSURE AT TEMPERATURE,,UTILITY DATA STEAM PRESSURE AT TEMPERATURE,FLARE,개별속성,숫자,18.0,5.0,,,N,28240,N,Y
18293,28241,UTILITY DATA STEAM PRESSURE FLOW TO CENTER,,UTILITY DATA STEAM PRESSURE FLOW TO CENTER,FLARE,개별속성,숫자,18.0,5.0,,,N,28241,N,Y
18294,28242,UTILITY DATA STEAM PRESSURE FLOW TO CONTINUOUS,,UTILITY DATA STEAM PRESSURE FLOW TO CONTINUOUS,FLARE,개별속성,숫자,18.0,5.0,,,N,28242,N,Y
18295,28243,UTILITY DATA STEAM PRESSURE FLOW TO EXTERNAL RING,,UTILITY DATA STEAM PRESSURE FLOW TO EXTERNAL RING,FLARE,개별속성,숫자,18.0,5.0,,,N,28243,N,Y
18296,28244,UTILITY DATA STEAM PRESSURE FLOW TO INSTRUMENT AIR PRESSURE,,UTILITY DATA STEAM PRESSURE FLOW TO INSTRUMENT AIR PRESSURE,FLARE,개별속성,숫자,18.0,5.0,,,N,28244,N,Y
18297,28245,UTILITY DATA STEAM PRESSURE FLOW TO INTERNAL RING,,UTILITY DATA STEAM PRESSURE FLOW TO INTERNAL RING,FLARE,개별속성,숫자,18.0,5.0,,,N,28245,N,Y
18298,28246,V-BELT DRIVE_BANDED V-BENTS-REQUIRED,,V-BELT DRIVE_BANDED V-BENTS-REQUIRED,RECIPROCATING COMPRESSOR,개별속성,코드,"1,000.0",0.0,,,N,28246,N,Y
18299,28247,V-BELT DRIVE_BY MANUFACTURER,,V-BELT DRIVE_BY MANUFACTURER,RECIPROCATING COMPRESSOR,개별속성,코드,"1,000.0",0.0,,,N,28247,N,Y
18300,28248,V-BELT DRIVE_BY OTHERS,,V-BELT DRIVE_BY OTHERS,RECIPROCATING COMPRESSOR,개별속성,코드,"1,000.0",0.0,,,N,28248,N,Y
18301,28249,V-BELT DRIVE_BY PURCHASER,,V-BELT DRIVE_BY PURCHASER,RECIPROCATING COMPRESSOR,개별속성,코드,"1,000.0",0.0,,,N,28249,N,Y
18302,28250,V-BELT DRIVE_SHEAVES AND V-BELTS_BY MANUFACTURER,,V-BELT DRIVE_SHEAVES AND V-BELTS_BY MANUFACTURER,RECIPROCATING COMPRESSOR,개별속성,코드,"1,000.0",0.0,,,N,28250,N,Y
18303,28251,V-BELT DRIVE_SHEAVES AND V-BELTS_BY OTHERS,,V-BELT DRIVE_SHEAVES AND V-BELTS_BY OTHERS,RECIPROCATING COMPRESSOR,개별속성,코드,"1,000.0",0.0,,,N,28251,N,Y
18304,28252,V-BELT DRIVE_SHEAVES AND V-BELTS_BY PURHASER,,V-BELT DRIVE_SHEAVES AND V-BELTS_BY PURHASER,RECIPROCATING COMPRESSOR,개별속성,코드,"1,000.0",0.0,,,N,28252,N,Y
18305,28253,V-BELT DRIVE_SHEAVES AND V-BELTS_REQUIRED,,V-BELT DRIVE_SHEAVES AND V-BELTS_REQUIRED,RECIPROCATING COMPRESSOR,개별속성,코드,"1,000.0",0.0,,,N,28253,N,Y
18306,28254,V-BELT DRIVE_STATIC CONDUCTING V-BELTS_REQUIRED,,V-BELT DRIVE_STATIC CONDUCTING V-BELTS_REQUIRED,RECIPROCATING COMPRESSOR,개별속성,코드,"1,000.0",0.0,,,N,28254,N,Y
18307,28255,VACUUM BREAKER DESCRIPTION,,VACUUM BREAKER DESCRIPTION,GENERAL PURPOSE STEAM TURBINE,개별속성,문자,"1,000.0",0.0,,,N,28255,N,Y
18308,28256,VACUUM BREAKER_FLANGE FACING,,VACUUM BREAKER_FLANGE FACING,SPECIAL PURPOSE STEAM TURBINE,개별속성,문자,"1,000.0",0.0,,,N,28256,N,Y
18309,28257,VACUUM BREAKER_FURNISHED BY,,VACUUM BREAKER_FURNISHED BY,SPECIAL PURPOSE STEAM TURBINE,개별속성,문자,"1,000.0",0.0,,,N,28257,N,Y
18310,28258,VACUUM BREAKER_MANUFACTURER,,VACUUM BREAKER_MANUFACTURER,SPECIAL PURPOSE STEAM TURBINE,개별속성,문자,"1,000.0",0.0,,,N,28258,N,Y
18311,28259,VACUUM BREAKER_MOUNTING LOCATION,,VACUUM BREAKER_MOUNTING LOCATION,SPECIAL PURPOSE STEAM TURBINE,개별속성,문자,"1,000.0",0.0,,,N,28259,N,Y
18312,28260,VACUUM BREAKER_OTHER,,VACUUM BREAKER_OTHER,SPECIAL PURPOSE STEAM TURBINE,개별속성,문자,"1,000.0",0.0,,,N,28260,N,Y
18313,28261,VACUUM BREAKER_QUANTITY,,VACUUM BREAKER_QUANTITY,SPECIAL PURPOSE STEAM TURBINE,개별속성,문자,"1,000.0",0.0,,,N,28261,N,Y
18314,28262,VACUUM BREAKER_TYPE,,VACUUM BREAKER_TYPE,SPECIAL PURPOSE STEAM TURBINE,개별속성,문자,"1,000.0",0.0,,,N,28262,N,Y
18315,28263,VACUUM BREAKER_VALVE SIZE AND RATING,,VACUUM BREAKER_VALVE SIZE AND RATING,SPECIAL PURPOSE STEAM TURBINE,개별속성,문자,"1,000.0",0.0,,,N,28263,N,Y
18316,28264,VALVE BODY,,VALVE BODY,CONTROLLED VOLUME PUMP,개별속성,문자,"1,000.0",0.0,,,N,28264,N,Y
18317,28265,VALVE GASKET,,VALVE GASKET,CONTROLLED VOLUME PUMP,개별속성,문자,"1,000.0",0.0,,,N,28265,N,Y
18318,28266,VALVE GUID,,VALVE GUID,CONTROLLED VOLUME PUMP,개별속성,문자,"1,000.0",0.0,,,N,28266,N,Y
18319,28267,VALVE MATERIALS,,VALVE MATERIALS,CONTROLLED VOLUME PUMP,개별속성,문자,"1,000.0",0.0,,,N,28267,N,Y
18320,28268,VALVE SEAT,,VALVE SEAT,CONTROLLED VOLUME PUMP,개별속성,문자,"1,000.0",0.0,,,N,28268,N,Y
18321,28269,VALVE TYPE_BALL REQUIRED,,VALVE TYPE_BALL REQUIRED,RECIPROCATING PUMP,개별속성,코드,"1,000.0",0.0,,,N,28269,N,Y
18322,28270,VALVE TYPE_DISC REQUIRED,,VALVE TYPE_DISC REQUIRED,RECIPROCATING PUMP,개별속성,코드,"1,000.0",0.0,,,N,28270,N,Y
18323,28271,VALVE TYPE_DOUBLE PORTED REQUIRED,,VALVE TYPE_DOUBLE PORTED REQUIRED,RECIPROCATING PUMP,개별속성,코드,"1,000.0",0.0,,,N,28271,N,Y
18324,28272,VALVE TYPE_WING REQUIRED,,VALVE TYPE_WING REQUIRED,RECIPROCATING PUMP,개별속성,코드,"1,000.0",0.0,,,N,28272,N,Y
18325,28273,VALVE WEIGHT WITHOUT ACTUATOR,,VALVE WEIGHT WITHOUT ACTUATOR,SLIDE VALVE,개별속성,숫자,18.0,5.0,,,N,28273,N,Y
18326,28274,VALVED AND BLINDED AND MANIFOLD REQUIRED,,VALVED AND BLINDED AND MANIFOLD REQUIRED,INTEGRALLY GEARED COMPRESSOR (PROCESS),개별속성,코드,"1,000.0",0.0,,,N,28274,N,Y
18327,28275,VALVED AND BLINDED AND MANIFOLDED REQUIRED,,VALVED AND BLINDED AND MANIFOLDED REQUIRED,AXIAL AND CENTRIFUGAL COMPRESSOR,개별속성,코드,"1,000.0",0.0,,,N,28275,N,Y
18328,28276,VALVED AND BLINDED REQUIRED,,VALVED AND BLINDED REQUIRED,COMPRESSOR 공통,개별속성,코드,"1,000.0",0.0,,,N,28276,N,Y
18329,28277,VALVES OR VALVE SEATS_ASTM NUMBER,,VALVES OR VALVE SEATS_ASTM NUMBER,RECIPROCATING PUMP,개별속성,문자,"1,000.0",0.0,,,N,28277,N,Y
18330,28278,VALVES OR VALVE SEATS_GAS END,,VALVES OR VALVE SEATS_GAS END,RECIPROCATING PUMP,개별속성,문자,"1,000.0",0.0,,,N,28278,N,Y
18331,28279,VALVES OR VALVE SEATS_LIQUID END,,VALVES OR VALVE SEATS_LIQUID END,RECIPROCATING PUMP,개별속성,문자,"1,000.0",0.0,,,N,28279,N,Y
18332,28280,VALVES PER CORNER_DISCHARGE_AREA,,VALVES PER CORNER_DISCHARGE_AREA,RECIPROCATING PUMP,개별속성,숫자,18.0,5.0,,,N,28280,N,Y
18333,28281,VALVES PER CORNER_DISCHARGE_NUMBER,,VALVES PER CORNER_DISCHARGE_NUMBER,RECIPROCATING PUMP,개별속성,문자,"1,000.0",0.0,,,N,28281,N,Y
18334,28282,VALVES PER CORNER_DISCHARGE_VELOCITY,,VALVES PER CORNER_DISCHARGE_VELOCITY,RECIPROCATING PUMP,개별속성,숫자,18.0,5.0,,,N,28282,N,Y
18335,28283,VALVES PER CORNER_SUCTION_AREA,,VALVES PER CORNER_SUCTION_AREA,RECIPROCATING PUMP,개별속성,숫자,18.0,5.0,,,N,28283,N,Y
18336,28284,VALVES PER CORNER_SUCTION_NUMBER,,VALVES PER CORNER_SUCTION_NUMBER,RECIPROCATING PUMP,개별속성,문자,"1,000.0",0.0,,,N,28284,N,Y
18337,28285,VALVES PER CORNER_SUCTION_VELOCITY,,VALVES PER CORNER_SUCTION_VELOCITY,RECIPROCATING PUMP,개별속성,숫자,18.0,5.0,,,N,28285,N,Y
18338,28286,VANADIUM CONTENT (mg/kg),,VANADIUM CONTENT (mg/kg),SOOT BLOWER,개별속성,숫자,18.0,5.0,,,N,28286,N,Y
18339,28287,VANE PUMP REQUIRED,,VANE PUMP REQUIRED,ROTARY PUMP,개별속성,코드,"1,000.0",0.0,,,N,28287,N,Y
18340,28288,VANES,,VANES,ROTARY PUMP,개별속성,문자,"1,000.0",0.0,,,N,28288,N,Y
18341,28289,VAPOR PRESSURE,,VAPOR PRESSURE,PUMP 공통,개별속성,숫자,18.0,5.0,,,N,28289,N,Y
18342,28290,VAPOR PRESSURE AT TEMPERATURE,,VAPOR PRESSURE AT TEMPERATURE,CENTRIFUGAL PUMP,개별속성,숫자,18.0,5.0,,,N,28290,N,Y
18343,28291,VAPOR PRESSURE_AT TEMPERATURE,,VAPOR PRESSURE_AT TEMPERATURE,SEALLESS PUMP,개별속성,숫자,18.0,5.0,,,N,28291,N,Y
18344,28292,VAPOR PRESSURE_TEMPERATURE VAPOR PRESSURE CURVE NUMBER,,VAPOR PRESSURE_TEMPERATURE VAPOR PRESSURE CURVE NUMBER,SEALLESS PUMP,개별속성,문자,"1,000.0",0.0,,,N,28292,N,Y
18345,28293,VARAIBLE SPEED DRIVE TYPE,,VARAIBLE SPEED DRIVE TYPE,MIXER AND AGITATOR,개별속성,문자,"1,000.0",0.0,,,N,28293,N,Y
18346,28294,VARIABLE SPEED DRIVE MANUFACTUER,,VARIABLE SPEED DRIVE MANUFACTUER,MIXER AND AGITATOR,개별속성,문자,"1,000.0",0.0,,,N,28294,N,Y
18347,28295,VARIABLE SPEED DRIVE MODEL,,VARIABLE SPEED DRIVE MODEL,MIXER AND AGITATOR,개별속성,문자,"1,000.0",0.0,,,N,28295,N,Y
18348,28296,VARIABLE SPEED DRIVE SPEED RANGE FROM,,VARIABLE SPEED DRIVE SPEED RANGE FROM,MIXER AND AGITATOR,개별속성,숫자,18.0,5.0,,,N,28296,N,Y
18349,28297,VARIABLE SPEED DRIVE SPEED RANGE TO,,VARIABLE SPEED DRIVE SPEED RANGE TO,MIXER AND AGITATOR,개별속성,숫자,18.0,5.0,,,N,28297,N,Y
18350,28298,VARY LUBE AND SEAL OIL PRESSURE AND TEMPERATURE REQUIRED,,VARY LUBE AND SEAL OIL PRESSURE AND TEMPERATURE REQUIRED,AXIAL AND CENTRIFUGAL COMPRESSOR,개별속성,코드,"1,000.0",0.0,,,N,28298,N,Y
18351,28299,VEHICLE MODEL,,VEHICLE MODEL,VEHICLE 공통,개별속성,문자,"1,000.0",0.0,,,N,28299,N,Y
18352,28300,VEHICLE NAME,,VEHICLE NAME,VEHICLE 공통,개별속성,문자,"1,000.0",0.0,,,N,28300,N,Y
18353,28301,VEHICLE NUMBER,,VEHICLE NUMBER,VEHICLE 공통,개별속성,문자,"1,000.0",0.0,,,N,28301,N,Y
18354,28302,VELOCITY_SHELL SIDE,,VELOCITY_SHELL SIDE,INTEGRALLY GEARED COMPRESSOR (AIR),개별속성,숫자,18.0,5.0,,,N,28302,N,Y
18355,28303,VELOCITY_TUBE SIDE,,VELOCITY_TUBE SIDE,INTEGRALLY GEARED COMPRESSOR (AIR),개별속성,숫자,18.0,5.0,,,N,28303,N,Y
18356,28304,VENDOR CHECK ALIGNMENT AT OPERATING TEMPERATURE REQUIRED,,VENDOR CHECK ALIGNMENT AT OPERATING TEMPERATURE REQUIRED,INTEGRALLY GEARED COMPRESSOR (AIR),개별속성,코드,"1,000.0",0.0,,,N,28304,N,Y
18357,28305,VENDOR DATA DRAIN CONNECTION FACING,,VENDOR DATA DRAIN CONNECTION FACING,SILENCER,개별속성,문자,"1,000.0",0.0,,,N,28305,N,Y
18358,28306,VENDOR DATA DRAIN CONNECTION RATING,,VENDOR DATA DRAIN CONNECTION RATING,SILENCER,개별속성,문자,"1,000.0",0.0,,,N,28306,N,Y
18359,28307,VENDOR DATA DRAIN CONNECTION SIZE,,VENDOR DATA DRAIN CONNECTION SIZE,SILENCER,개별속성,문자,"1,000.0",0.0,,,N,28307,N,Y
18360,28308,VENDOR DATA FLUID VELOCITY THROUGH ABSORPTION SECTION MAXIMUM FLOW,,VENDOR DATA FLUID VELOCITY THROUGH ABSORPTION SECTION MAXIMUM FLOW,SILENCER,개별속성,숫자,18.0,5.0,,,N,28308,N,Y
18361,28309,VENDOR DATA FLUID VELOCITY THROUGH ABSORPTION SECTION NORMAL FLOW,,VENDOR DATA FLUID VELOCITY THROUGH ABSORPTION SECTION NORMAL FLOW,SILENCER,개별속성,숫자,18.0,5.0,,,N,28309,N,Y
18362,28310,VENDOR DATA INLET FLANGE FACING,,VENDOR DATA INLET FLANGE FACING,SILENCER,개별속성,문자,"1,000.0",0.0,,,N,28310,N,Y
18363,28311,VENDOR DATA INLET FLANGE RATING,,VENDOR DATA INLET FLANGE RATING,SILENCER,개별속성,문자,"1,000.0",0.0,,,N,28311,N,Y
18364,28312,VENDOR DATA INLET FLANGE SIZE,,VENDOR DATA INLET FLANGE SIZE,SILENCER,개별속성,문자,"1,000.0",0.0,,,N,28312,N,Y
18365,28313,VENDOR DATA MATERIAL SPECIFICATION,,VENDOR DATA MATERIAL SPECIFICATION,SILENCER,개별속성,문자,"1,000.0",0.0,,,N,28313,N,Y
18366,28314,VENDOR DATA OUTLET FLANGE FACING,,VENDOR DATA OUTLET FLANGE FACING,SILENCER,개별속성,문자,"1,000.0",0.0,,,N,28314,N,Y
18367,28315,VENDOR DATA OUTLET FLANGE RATING,,VENDOR DATA OUTLET FLANGE RATING,SILENCER,개별속성,문자,"1,000.0",0.0,,,N,28315,N,Y
18368,28316,VENDOR DATA OUTLET FLANGE SIZE,,VENDOR DATA OUTLET FLANGE SIZE,SILENCER,개별속성,문자,"1,000.0",0.0,,,N,28316,N,Y
18369,28317,VENDOR DATA PRESSURE DROP MAXIMUM FLOW,,VENDOR DATA PRESSURE DROP MAXIMUM FLOW,SILENCER,개별속성,숫자,18.0,5.0,,,N,28317,N,Y
18370,28318,VENDOR DATA PRESSURE DROP NORMAL FLOW,,VENDOR DATA PRESSURE DROP NORMAL FLOW,SILENCER,개별속성,숫자,18.0,5.0,,,N,28318,N,Y
18371,28319,VENDOR DATA SILENCER TYPE,,VENDOR DATA SILENCER TYPE,SILENCER,개별속성,문자,"1,000.0",0.0,,,N,28319,N,Y
18372,28320,VENDOR DATA SILENCER WEIGHT,,VENDOR DATA SILENCER WEIGHT,SILENCER,개별속성,숫자,18.0,5.0,,,N,28320,N,Y
18373,28321,VENDOR FURNISH SYSTEM FOR EXTERNAL LUBE OIL SYSTEM,,VENDOR FURNISH SYSTEM FOR EXTERNAL LUBE OIL SYSTEM,GENERAL PURPOSE STEAM TURBINE,개별속성,문자,"1,000.0",0.0,,,N,28321,N,Y
18374,28322,VENDOR FURNISHED BACK PRESSURE VALVE,,VENDOR FURNISHED BACK PRESSURE VALVE,CONTROLLED VOLUME PUMP,개별속성,코드,"1,000.0",0.0,,,N,28322,N,Y
18375,28323,VENDOR FURNISHED CONTROL PANEL REQUIRED,,VENDOR FURNISHED CONTROL PANEL REQUIRED,CONTROLLED VOLUME PUMP,개별속성,코드,"1,000.0",0.0,,,N,28323,N,Y
18376,28324,VENDOR FURNISHED PROCESS PIPING,,VENDOR FURNISHED PROCESS PIPING,CONTROLLED VOLUME PUMP,개별속성,문자,"1,000.0",0.0,,,N,28324,N,Y
18377,28325,VENDOR FURNISHED PULSATION SUPPRESSION DEVICES REQUIRED,,VENDOR FURNISHED PULSATION SUPPRESSION DEVICES REQUIRED,RECIPROCATING PUMP,개별속성,코드,"1,000.0",0.0,,,N,28325,N,Y
18378,28326,VENDOR FURNISHED PULSATION SUPRESSION DEVICES REQUIRED,,VENDOR FURNISHED PULSATION SUPRESSION DEVICES REQUIRED,CONTROLLED VOLUME PUMP,개별속성,코드,"1,000.0",0.0,,,N,28326,N,Y
18379,28327,VENDOR FURNISHED RELIEF VALVE REQUIRED,,VENDOR FURNISHED RELIEF VALVE REQUIRED,RECIPROCATING PUMP,개별속성,코드,"1,000.0",0.0,,,N,28327,N,Y
18380,28328,VENDOR FURNISHED RELIEF VALVE_EXTERNAL REQUIRED,,VENDOR FURNISHED RELIEF VALVE_EXTERNAL REQUIRED,RECIPROCATING PUMP,개별속성,코드,"1,000.0",0.0,,,N,28328,N,Y
18381,28329,VENDOR FURNISHED RELIEF VALVE_INTERNAL REQUIRED,,VENDOR FURNISHED RELIEF VALVE_INTERNAL REQUIRED,RECIPROCATING PUMP,개별속성,코드,"1,000.0",0.0,,,N,28329,N,Y
18382,28330,VENDOR FURNISHED RELIEF VALVE_RELIEF VALVE SETTING,,VENDOR FURNISHED RELIEF VALVE_RELIEF VALVE SETTING,CONTROLLED VOLUME PUMP,개별속성,숫자,18.0,5.0,,,N,28330,N,Y
18383,28331,VENDOR FURNISHED RELIEF VALVE_RELIEF VALVE_TYPE_EXTERNAL REQUIRED,,VENDOR FURNISHED RELIEF VALVE_RELIEF VALVE_TYPE_EXTERNAL REQUIRED,CONTROLLED VOLUME PUMP,개별속성,코드,"1,000.0",0.0,,,N,28331,N,Y
18384,28332,VENDOR FURNISHED RELIEF VALVE_RELIEF VALVE_TYPE_INTERNAL REQUIRED,,VENDOR FURNISHED RELIEF VALVE_RELIEF VALVE_TYPE_INTERNAL REQUIRED,CONTROLLED VOLUME PUMP,개별속성,코드,"1,000.0",0.0,,,N,28332,N,Y
18385,28333,VENDOR FURNISHED RELIEF VALVE_REQUIRED,,VENDOR FURNISHED RELIEF VALVE_REQUIRED,CONTROLLED VOLUME PUMP,개별속성,코드,"1,000.0",0.0,,,N,28333,N,Y
18386,28334,VENDOR FURNISHES CS GOVERNOR AND VALVE REQUIRED,,VENDOR FURNISHES CS GOVERNOR AND VALVE REQUIRED,RECIPROCATING PUMP,개별속성,코드,"1,000.0",0.0,,,N,28334,N,Y
18387,28335,VENDOR HAVING UNIT RESPONSIBILITY,,VENDOR HAVING UNIT RESPONSIBILITY,ROTATING EQUIPMENT 공통,개별속성,문자,"1,000.0",0.0,,,N,28335,N,Y
18388,28336,VENDOR HAVING UNIT RESPONSIBILITY REQUIRED,,VENDOR HAVING UNIT RESPONSIBILITY REQUIRED,ROTATING EQUIPMENT 공통,개별속성,코드,"1,000.0",0.0,,,N,28336,N,Y
18389,28337,VENDOR PRESENT DURING INITIAL ALIGNMENT CHECK REQUIRED,,VENDOR PRESENT DURING INITIAL ALIGNMENT CHECK REQUIRED,INTEGRALLY GEARED COMPRESSOR (AIR),개별속성,코드,"1,000.0",0.0,,,N,28337,N,Y
18390,28338,VENDOR REPRESENTATIVE OBSERVATION AT THE SITE,,VENDOR REPRESENTATIVE OBSERVATION AT THE SITE,ROTARY COMPRESSOR,개별속성,코드,"1,000.0",0.0,,,N,28338,N,Y
18391,28339,VENDOR REPRESENTATIVE SHALL BE PRESENT AT INITIAL ALIGNMENT,,VENDOR REPRESENTATIVE SHALL BE PRESENT AT INITIAL ALIGNMENT,AXIAL AND CENTRIFUGAL COMPRESSOR,개별속성,코드,"1,000.0",0.0,,,N,28339,N,Y
18392,28340,VENDOR REPRESENTATIVE SHALL CHECK ALIGNMENT AT TEMPERATURE,,VENDOR REPRESENTATIVE SHALL CHECK ALIGNMENT AT TEMPERATURE,AXIAL AND CENTRIFUGAL COMPRESSOR,개별속성,코드,"1,000.0",0.0,,,N,28340,N,Y
18393,28341,VENDOR REPRESENTATIVE SHALL OBSERVE FLANGE PARTING,,VENDOR REPRESENTATIVE SHALL OBSERVE FLANGE PARTING,AXIAL AND CENTRIFUGAL COMPRESSOR,개별속성,코드,"1,000.0",0.0,,,N,28341,N,Y
18394,28342,VENDOR REVIEW AND COMMENTS ON PURCHASER CONTROL SYSTEM REQUIRED,,VENDOR REVIEW AND COMMENTS ON PURCHASER CONTROL SYSTEM REQUIRED,AXIAL AND CENTRIFUGAL COMPRESSOR,개별속성,코드,"1,000.0",0.0,,,N,28342,N,Y
18395,28343,VENDOR REVIEW AND COMMENTS ON PURCHASER PIPING AND FOUNDATION REQUIRED,,VENDOR REVIEW AND COMMENTS ON PURCHASER PIPING AND FOUNDATION REQUIRED,AXIAL AND CENTRIFUGAL COMPRESSOR,개별속성,코드,"1,000.0",0.0,,,N,28343,N,Y
18396,28344,VENDOR REVIEW FURNISHED PROCESS PIPING,,VENDOR REVIEW FURNISHED PROCESS PIPING,RECIPROCATING PUMP,개별속성,문자,"1,000.0",0.0,,,N,28344,N,Y
18397,28345,VENDOR REVIEW PIPING DRAWINGS REQUIRED,,VENDOR REVIEW PIPING DRAWINGS REQUIRED,PUMP 공통,개별속성,코드,"1,000.0",0.0,,,N,28345,N,Y
18398,28346,VENDOR SERVICE REP ON SITE_MISCELLANEOUS,,VENDOR SERVICE REP ON SITE_MISCELLANEOUS,GEAR BOX,개별속성,문자,"1,000.0",0.0,,,N,28346,N,Y
18399,28347,VENDOR SIGNOFF OF INSPECTOR CHECKLIST REQUIRED,,VENDOR SIGNOFF OF INSPECTOR CHECKLIST REQUIRED,GEAR BOX,개별속성,문자,"1,000.0",0.0,,,N,28347,N,Y
18400,28348,VENDOR SUBMIT TEST PROCEDURES,,VENDOR SUBMIT TEST PROCEDURES,CENTRIFUGAL PUMP,개별속성,코드,"1,000.0",0.0,,,N,28348,N,Y
18401,28349,VENDOR SUBMIT TEST PROCEDURES REQUIRED,,VENDOR SUBMIT TEST PROCEDURES REQUIRED,SEALLESS PUMP,개별속성,코드,"1,000.0",0.0,,,N,28349,N,Y
18402,28350,VENDOR SUPPLY VALVES FOR DRAIN REQUIRED,,VENDOR SUPPLY VALVES FOR DRAIN REQUIRED,SEALLESS PUMP,개별속성,코드,"1,000.0",0.0,,,N,28350,N,Y
18403,28351,VENDOR SUPPLY VALVES FOR VENT REQUIRED,,VENDOR SUPPLY VALVES FOR VENT REQUIRED,SEALLESS PUMP,개별속성,코드,"1,000.0",0.0,,,N,28351,N,Y
18404,28352,VENDOR TO FURNISH CONTROL PANEL REQUIRED,,VENDOR TO FURNISH CONTROL PANEL REQUIRED,RECIPROCATING PUMP,개별속성,코드,"1,000.0",0.0,,,N,28352,N,Y
18405,28353,VENDOR TO FURNISH CONTROL PANEL_FREE STANDING REQUIRED,,VENDOR TO FURNISH CONTROL PANEL_FREE STANDING REQUIRED,RECIPROCATING PUMP,개별속성,코드,"1,000.0",0.0,,,N,28353,N,Y
18406,28354,VENDOR TO FURNISH CONTROL PANEL_ON UNIT REQUIRED,,VENDOR TO FURNISH CONTROL PANEL_ON UNIT REQUIRED,RECIPROCATING PUMP,개별속성,코드,"1,000.0",0.0,,,N,28354,N,Y
18407,28355,VENDOR TO FURNISH CONTROL PANEL_OTHER,,VENDOR TO FURNISH CONTROL PANEL_OTHER,RECIPROCATING PUMP,개별속성,문자,"1,000.0",0.0,,,N,28355,N,Y
18408,28356,VENDOR TO OBSERVE FLANG PARTING REQUIRED,,VENDOR TO OBSERVE FLANG PARTING REQUIRED,INTEGRALLY GEARED COMPRESSOR (AIR),개별속성,코드,"1,000.0",0.0,,,N,28356,N,Y
18409,28357,VENDOR WITNESS ALIGNMENT,,VENDOR WITNESS ALIGNMENT,GAS TURBINE,개별속성,코드,"1,000.0",0.0,,,N,28357,N,Y
18410,28358,VENDOR WITNESS INITIAL ALIGNMENT_MISCELLANEOUS REQUIRED,,VENDOR WITNESS INITIAL ALIGNMENT_MISCELLANEOUS REQUIRED,SPECIAL PURPOSE STEAM TURBINE,개별속성,코드,"1,000.0",0.0,,,N,28358,N,Y
18411,28359,VENDORS REPRESENTATIVE SHALL_BE PRESENT AT INITIAL ALIGNMENT REQUIRED,,VENDORS REPRESENTATIVE SHALL_BE PRESENT AT INITIAL ALIGNMENT REQUIRED,INTEGRALLY GEARED COMPRESSOR (PROCESS),개별속성,코드,"1,000.0",0.0,,,N,28359,N,Y
18412,28360,VENDORS REPRESENTATIVE SHALL_CHECK ALIGNMENT AT TEMPERATURE REQUIRED,,VENDORS REPRESENTATIVE SHALL_CHECK ALIGNMENT AT TEMPERATURE REQUIRED,INTEGRALLY GEARED COMPRESSOR (PROCESS),개별속성,코드,"1,000.0",0.0,,,N,28360,N,Y
18413,28361,VENDORS REPRESENTATIVE SHALL_OBSERVE FLANGE PARTING,,VENDORS REPRESENTATIVE SHALL_OBSERVE FLANGE PARTING,INTEGRALLY GEARED COMPRESSOR (PROCESS),개별속성,코드,"1,000.0",0.0,,,N,28361,N,Y
18414,28362,VENDORS REVIEW AND COMMENTS ON PURCHASERS CONTROL SYSTEMS REQUIRED,,VENDORS REVIEW AND COMMENTS ON PURCHASERS CONTROL SYSTEMS REQUIRED,INTEGRALLY GEARED COMPRESSOR (PROCESS),개별속성,코드,"1,000.0",0.0,,,N,28362,N,Y
18415,28363,VENDORS REVIEW AND COMMENTS ON PURCHASERS PIPING AND FOUNDATION,,VENDORS REVIEW AND COMMENTS ON PURCHASERS PIPING AND FOUNDATION,GAS TURBINE,개별속성,코드,"1,000.0",0.0,,,N,28363,N,Y
